Specie,Forma_specialis,Host,Country,Subdivision,Level of precision,Year,Reference,x,y
Fusarium oxysporum,Vanillae,Vanilla,India,Karnataka,3,2005,Gangadhara Naik et al. (2010),75.88816,14.28693
Fusarium oxysporum,Vanillae,Vanilla,India,Karnataka,3,2005,Gangadhara Naik et al. (2010),75.95951,12.4535
Fusarium oxysporum,Vanillae,Vanilla,India,Karnataka,3,2005,Gangadhara Naik et al. (2010),75.96816,13.5908
Fusarium oxysporum,Vanillae,Vanilla,India,Karnataka,3,2005,Gangadhara Naik et al. (2010),76.08572,12.99973
Fusarium oxysporum,Vanillae,Vanilla,India,Karnataka,3,2005,Gangadhara Naik et al. (2010),76.13395,14.12839
Fusarium oxysporum,Vanillae,Vanilla,India,Karnataka,3,2005,Gangadhara Naik et al. (2010),76.16535,13.40723
Fusarium oxysporum,Vanillae,Vanilla,India,Karnataka,3,2005,Gangadhara Naik et al. (2010),76.17153,14.04885
Fusarium oxysporum,Vanillae,Vanilla,India,Karnataka,3,2005,Gangadhara Naik et al. (2010),76.25435,13.30374
Fusarium oxysporum,Vanillae,Vanilla,India,Karnataka,3,2008,Vijayan et al. (2012),76.69952,11.80712
Fusarium oxysporum,Vanillae,Vanilla,India,Karnataka,3,2005,Gangadhara Naik et al. (2010),77.59184,12.81423
Fusarium oxysporum,Vanillae,Vanilla,India,Karnataka,3,2005,Gangadhara Naik et al. (2010),77.80286,13.06112
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.00312,11.34926
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2004,Bhai and Dhanesh (2008),76.03839,11.45503
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.04086,11.54866
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.07821,11.60723
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2003,Bhai and Dhanesh (2008),76.08465,11.44318
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.20917,10.43342
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.23064,10.4262
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2005,Bhai and Dhanesh (2008),76.23967,11.64459
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.31702,10.06084
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.33708,10.2031
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.33725,10.5571
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2003,Bhai and Dhanesh (2008),76.34751,9.9609
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.35638,10.21462
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.37905,10.20602
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.4689,9.97877
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.47943,10.13107
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.52471,10.00956
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.53609,9.89286
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.5442,9.97653
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.55139,10.16366
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.55162,9.8871
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.56359,9.78958
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.57781,9.97187
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.58663,10.04423
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.59737,9.85868
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.62986,10.05188
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.64516,10.09943
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.65629,10.13612
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.68425,10.00627
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.75483,9.57158
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.79349,9.38872
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2003,Bhai and Dhanesh (2008),76.94885,9.86456
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.96093,9.91946
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.9938,10.01443
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),76.99986,9.83846
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.02345,9.97529
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.03344,9.93799
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.05609,9.87601
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.0731,9.64763
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.07347,9.93096
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.10969,9.78893
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.11605,9.88286
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.11735,9.82037
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.12155,9.75394
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.15156,9.83523
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.16107,9.92701
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.17269,9.60143
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.17337,9.88694
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.18561,9.68319
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.1967,9.75408
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.20738,9.89356
Fusarium oxysporum,Vanillae,Vanilla,India,Kerala,3,2008,Vijayan et al. (2012),77.2104,9.73336
Fusarium oxysporum,Vanillae,Vanilla,India,Tamil Nadu,3,2019,Peeran et al. (2019),76.9602,10.32469
Fusarium oxysporum,Vanillae,Vanilla,India,Tamil Nadu,3,2008,Vijayan et al. (2012),77.25314,9.67946
Fusarium oxysporum,Vanillae,Vanilla,India,Tamil Nadu,3,2008,Vijayan et al. (2012),77.26703,9.74647
Fusarium oxysporum,Vasinfectum,Okra,India,Karnataka,3,2009,Ganeshan et al. (2009),77.00479,12.57703
Fusarium oxysporum,Vasinfectum,Cotton,India,Maharashtra,3,2007,Pushpa et al. (2007),74.03279,18.51834
Fusarium oxysporum,Vasinfectum,Cotton,India,Maharashtra,3,2007,Pushpa et al. (2007),74.62936,19.40361
Fusarium oxysporum,Vasinfectum,Cotton,India,Maharashtra,3,2007,Pushpa et al. (2007),75.40544,19.909
Fusarium oxysporum,Vasinfectum,Cotton,India,Maharashtra,3,2007,Pushpa et al. (2007),75.56078,21.04471
Fusarium oxysporum,Vasinfectum,Cotton,India,Maharashtra,3,2007,Pushpa et al. (2007),79.19898,21.0962
Fusarium oxysporum,Vasinfectum,Cotton,India,Punjab,3,1992,Chopra and Chauhan (1993),75.79665,30.90422
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,4,2019,Mathivathani et al. (2019),77.1095,11.23524
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,4,2019,Mathivathani et al. (2019),77.88136,9.18931
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,4,2019,Mathivathani et al. (2019),78.18389,9.95522
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),78.55422,11.58791
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),78.58029,11.64547
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),78.59334,11.60646
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,4,2019,Mathivathani et al. (2019),78.60343,11.13818
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),78.73412,11.37576
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,4,2019,Mathivathani et al. (2019),78.7497,11.59848
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,4,2019,Mathivathani et al. (2019),78.82678,10.87615
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),78.84626,11.5282
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),78.84754,11.43327
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),78.85068,11.47775
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),78.86324,11.58385
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),78.87864,11.54098
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),78.90456,11.52693
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),78.91023,11.43971
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),78.91733,11.57456
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),78.92391,11.39865
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),79.54511,11.79037
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),79.66263,11.44981
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),79.71042,11.35346
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),79.71612,11.3683
Fusarium oxysporum,Vasinfectum,Cotton,India,Tamil Nadu,3,2010,Sanjaygandhi et al. (2019),79.72425,11.38991
Fusarium oxysporum,Fragariae,Strawberry,Indionesia,Bali,3,2018,Wirya et al. (2020),115.09725,-8.24592
Fusarium oxysporum,Fragariae,Strawberry,Indionesia,Bali,3,2019,Asaddiari et al. (2020),115.15519,-8.25159
Fusarium oxysporum,Fragariae,Strawberry,Indionesia,Bali,3,2019,Asaddiari et al. (2020),115.1592,-8.2569
Fusarium oxysporum,Fragariae,Strawberry,Indionesia,East Java,3,2013,Me et al. (2015),112.53448,-7.75039
Fusarium oxysporum,Fragariae,Strawberry,Indionesia,East Java,3,2013,Me et al. (2015),112.54192,-7.86828
Fusarium oxysporum,Capcisi,Hor Pepper,Indonesia,Bali,3,2015,Sudarma et al. (2015),115.37813,-8.53084
Fusarium oxysporum,Capcisi,Hor Pepper,Indonesia,Central Java,3,2014,Ferniah et al. (2014),111.14287,-7.65821
Fusarium oxysporum,Capcisi,Hot pepper,Indonesia,North Sumatra,3,2020,Hasibuan et al. (2020),98.72548,3.59783
Fusarium oxysporum,Cepae,Shallot,Indonesia,Central Java,3,2016,Wiyatiningsih et al. (2016),108.8899,-6.87882
Fusarium oxysporum,Cepae,Shallot,Indonesia,East Java,3,2016,Wiyatiningsih et al. (2016),111.88145,-7.52705
Fusarium oxysporum,Cepae,Shallot,Indonesia,Yogyakarta,3,2016,Wiyatiningsih et al. (2016),110.26266,-7.98088
Fusarium oxysporum,Cepae,Shallot,Indonesia,Yogyakarta,3,2016,Wiyatiningsih et al. (2016),110.30267,-7.99069
Fusarium oxysporum,Cubense,Banana,Indonesia,Aceh,3,2011,Hermanto et al. (2011),95.39278,5.46309
Fusarium oxysporum,Cubense,Banana,Indonesia,Aceh,3,2015,Maryani et al. (2019),95.62309,5.34773
Fusarium oxysporum,Cubense,Banana,Indonesia,Aceh,3,2011,Hermanto et al. (2011),95.71194,5.56703
Fusarium oxysporum,Cubense,Banana,Indonesia,Aceh,3,2011,Hermanto et al. (2011),95.8435,5.48339
Fusarium oxysporum,Cubense,Banana,Indonesia,Aceh,3,2011,Hermanto et al. (2011),97.52952,5.10858
Fusarium oxysporum,Cubense,Banana,Indonesia,Aceh,3,2011,Hermanto et al. (2011),97.95924,4.26205
Fusarium oxysporum,Cubense,Banana,Indonesia,Aceh,3,2011,Hermanto et al. (2011),98.20618,4.40363
Fusarium oxysporum,Cubense,Banana,Indonesia,Bali,3,2010,Dita et al. (2010),115.18734,-8.7085
Fusarium oxysporum,Cubense,Banana,Indonesia,Central Java,3,2015,Maryani et al. (2019),110.28417,-7.09554
Fusarium oxysporum,Cubense,Banana,Indonesia,Central Java,3,2015,Maryani et al. (2019),110.56105,-7.21496
Fusarium oxysporum,Cubense,Banana,Indonesia,Central Java,3,2015,Maryani et al. (2019),110.66123,-6.92222
Fusarium oxysporum,Cubense,Banana,Indonesia,Central Java,3,2017,Mostert et al. (2017),110.82821,-6.73391
Fusarium oxysporum,Cubense,Banana,Indonesia,Central Kalimantan,3,2011,Hermanto et al. (2011),113.10761,-1.46137
Fusarium oxysporum,Cubense,Banana,Indonesia,Central Kalimantan,3,2015,Maryani et al. (2019),113.43743,-2.22844
Fusarium oxysporum,Cubense,Banana,Indonesia,Central Kalimantan,3,2015,Maryani et al. (2019),113.83636,-2.18325
Fusarium oxysporum,Cubense,Banana,Indonesia,Central Kalimantan,3,2011,Hermanto et al. (2011),114.23033,-2.66253
Fusarium oxysporum,Cubense,Banana,Indonesia,Central Kalimantan,3,2015,Maryani et al. (2019),114.47787,-3.10031
Fusarium oxysporum,Cubense,Banana,Indonesia,East Java,3,2015,Maryani et al. (2019),112.74989,-7.82004
Fusarium oxysporum,Cubense,Banana,Indonesia,East Java,3,2011,Hermanto et al. (2011),112.77352,-8.21076
Fusarium oxysporum,Cubense,Banana,Indonesia,East Java,3,2015,Maryani et al. (2019),113.10316,-8.07813
Fusarium oxysporum,Cubense,Banana,Indonesia,East Java,3,2011,Hermanto et al. (2011),113.26561,-8.15287
Fusarium oxysporum,Cubense,Banana,Indonesia,East Java,3,2015,Maryani et al. (2019),113.67982,-8.23983
Fusarium oxysporum,Cubense,Banana,Indonesia,East Java,3,2015,Maryani et al. (2019),113.87362,-7.88977
Fusarium oxysporum,Cubense,Banana,Indonesia,East Kalimantan,3,2015,Maryani et al. (2019),116.66232,-1.33459
Fusarium oxysporum,Cubense,Banana,Indonesia,East Kalimantan,3,2015,Maryani et al. (2019),117.61998,0.67
Fusarium oxysporum,Cubense,Banana,Indonesia,East Nusa Tenggara,3,2015,Maryani et al. (2019),122.34675,-8.6469
Fusarium oxysporum,Cubense,Banana,Indonesia,Easth Kalimantan,3,2011,Hermanto et al. (2011),116.2984,-2.00418
Fusarium oxysporum,Cubense,Banana,Indonesia,Easth Kalimantan,3,2011,Hermanto et al. (2011),117.85251,0.83612
Fusarium oxysporum,Cubense,Banana,Indonesia,Lampung,3,2011,Hermanto et al. (2011),104.5886,-5.32979
Fusarium oxysporum,Cubense,Banana,Indonesia,Lampung,3,2008,Jumjunidang et al. (2012),104.71755,-5.37047
Fusarium oxysporum,Cubense,Banana,Indonesia,Lampung,3,2011,Hermanto et al. (2011),104.80338,-5.59938
Fusarium oxysporum,Cubense,Banana,Indonesia,Lampung,3,2008,Jumjunidang et al. (2012),104.86704,-5.39602
Fusarium oxysporum,Cubense,Banana,Indonesia,Lampung,3,2008,Jumjunidang et al. (2012),105.01471,-5.48677
Fusarium oxysporum,Cubense,Banana,Indonesia,Lampung,3,2008,Jumjunidang et al. (2012),105.0871,-5.58728
Fusarium oxysporum,Cubense,Banana,Indonesia,Lampung,3,2008,Jumjunidang et al. (2012),105.16304,-5.01542
Fusarium oxysporum,Cubense,Banana,Indonesia,Lampung,3,2008,Jumjunidang et al. (2012),105.24996,-5.23542
Fusarium oxysporum,Cubense,Banana,Indonesia,Lampung,3,2008,Jumjunidang et al. (2012),105.6045,-5.7292
Fusarium oxysporum,Cubense,Banana,Indonesia,Lampung,3,2015,Maryani et al. (2019),105.63389,-5.19336
Fusarium oxysporum,Cubense,Banana,Indonesia,Lampung,3,2008,Jumjunidang et al. (2012),105.71015,-5.55844
Fusarium oxysporum,Cubense,Banana,Indonesia,Lampung,3,2008,Jumjunidang et al. (2012),105.7151,-5.72582
Fusarium oxysporum,Cubense,Banana,Indonesia,Lampung,3,2008,Jumjunidang et al. (2012),105.72952,-5.87172
Fusarium oxysporum,Cubense,Banana,Indonesia,North Sulawesi,3,2011,Hermanto et al. (2011),124.83806,1.40788
Fusarium oxysporum,Cubense,Banana,Indonesia,North Sulawesi,3,2011,Hermanto et al. (2011),125.10713,1.41235
Fusarium oxysporum,Cubense,Banana,Indonesia,North Sumatra,3,2015,Maryani et al. (2019),98.23866,3.01964
Fusarium oxysporum,Cubense,Banana,Indonesia,North Sumatra,3,2015,Maryani et al. (2019),98.50522,3.19117
Fusarium oxysporum,Cubense,Banana,Indonesia,North Sumatra,3,2011,Hermanto et al. (2011),98.67722,3.44149
Fusarium oxysporum,Cubense,Banana,Indonesia,North Sumatra,3,2011,Hermanto et al. (2011),98.88997,2.87379
Fusarium oxysporum,Cubense,Banana,Indonesia,Papua,3,1999,Davis et al. (2000),135.48477,-3.38146
Fusarium oxysporum,Cubense,Banana,Indonesia,Papua,3,1997,Davis et al. (2000),135.96366,-1.04264
Fusarium oxysporum,Cubense,Banana,Indonesia,Papua,3,2011,Hermanto et al. (2011),136.86575,-4.57468
Fusarium oxysporum,Cubense,Banana,Indonesia,Papua,3,1997,Davis et al. (2000),136.86592,-4.55027
Fusarium oxysporum,Cubense,Banana,Indonesia,Papua,3,2011,Hermanto et al. (2011),140.4886,-2.56699
Fusarium oxysporum,Cubense,Banana,Indonesia,Papua,3,2011,Hermanto et al. (2011),140.68873,-2.79301
Fusarium oxysporum,Cubense,Banana,Indonesia,Papua,3,2015,Maryani et al. (2019),140.83002,-2.65003
Fusarium oxysporum,Cubense,Banana,Indonesia,South East Sulawesi,3,2011,Hermanto et al. (2011),121.6526,-4.11711
Fusarium oxysporum,Cubense,Banana,Indonesia,South East Sulawesi,3,2011,Hermanto et al. (2011),122.52519,-4.36605
Fusarium oxysporum,Cubense,Banana,Indonesia,South Kalimantan,3,2015,Maryani et al. (2019),115.00111,-3.33137
Fusarium oxysporum,Cubense,Banana,Indonesia,South Kalimantan,3,2011,Hermanto et al. (2011),115.0834,-3.19577
Fusarium oxysporum,Cubense,Banana,Indonesia,South Kalimantan,3,2011,Hermanto et al. (2011),115.27535,-2.77723
Fusarium oxysporum,Cubense,Banana,Indonesia,South Kalimantan,3,2015,Maryani et al. (2019),115.73448,-3.62215
Fusarium oxysporum,Cubense,Banana,Indonesia,South Kalimantan,3,2015,Maryani et al. (2019),116.21989,-2.57949
Fusarium oxysporum,Cubense,Banana,Indonesia,South Papua,3,1998,Davis et al. (2000),140.44399,-8.52623
Fusarium oxysporum,Cubense,Banana,Indonesia,South Sulawesi,3,2015,Maryani et al. (2019),119.63282,-5.10876
Fusarium oxysporum,Cubense,Banana,Indonesia,South Sulawesi,3,2015,Maryani et al. (2019),119.68656,-3.95547
Fusarium oxysporum,Cubense,Banana,Indonesia,South Sulawesi,3,2015,Maryani et al. (2019),119.71262,-4.55447
Fusarium oxysporum,Cubense,Banana,Indonesia,South Sulawesi,3,2015,Maryani et al. (2019),120.01996,-4.63991
Fusarium oxysporum,Cubense,Banana,Indonesia,South Sulawesi,3,2011,Hermanto et al. (2011),120.1173,-4.48959
Fusarium oxysporum,Cubense,Banana,Indonesia,South Sulawesi,3,2011,Hermanto et al. (2011),120.13716,-4.09251
Fusarium oxysporum,Cubense,Banana,Indonesia,South Sumatra,3,2015,Maryani et al. (2019),104.70005,-3.28997
Fusarium oxysporum,Cubense,Banana,Indonesia,South Sumatra,3,2015,Maryani et al. (2019),104.89423,-2.95355
Fusarium oxysporum,Cubense,Banana,Indonesia,West Java,4,2019,Effendi et al. (2019),106.74448,-6.82834
Fusarium oxysporum,Cubense,Banana,Indonesia,West Java,3,2015,Maryani et al. (2019),106.79064,-7.00906
Fusarium oxysporum,Cubense,Banana,Indonesia,West Java,3,2011,Hermanto et al. (2011),106.94919,-6.89782
Fusarium oxysporum,Cubense,Banana,Indonesia,West Java,3,2015,Maryani et al. (2019),107.10001,-7.02002
Fusarium oxysporum,Cubense,Banana,Indonesia,West Java,3,2015,Maryani et al. (2019),107.17044,-6.67936
Fusarium oxysporum,Cubense,Banana,Indonesia,West Java,3,2011,Hermanto et al. (2011),107.20663,-6.77701
Fusarium oxysporum,Cubense,Banana,Indonesia,West Java,3,2011,Hermanto et al. (2011),107.4295,-6.61942
Fusarium oxysporum,Cubense,Banana,Indonesia,West Java,3,2011,Hermanto et al. (2011),107.94067,-7.13478
Fusarium oxysporum,Cubense,Banana,Indonesia,West Java,3,2011,Hermanto et al. (2011),108.40062,-7.40304
Fusarium oxysporum,Cubense,Banana,Indonesia,West Kalimantan,3,2015,Maryani et al. (2019),109.24294,-0.02403
Fusarium oxysporum,Cubense,Banana,Indonesia,West Kalimantan,3,2011,Hermanto et al. (2011),109.25475,0.46604
Fusarium oxysporum,Cubense,Banana,Indonesia,West Kalimantan,3,2015,Maryani et al. (2019),109.39651,-0.18175
Fusarium oxysporum,Cubense,Banana,Indonesia,West Kalimantan,3,2011,Hermanto et al. (2011),109.79965,1.20313
Fusarium oxysporum,Cubense,Banana,Indonesia,West Papua,3,1993,Shivas et al. (1996),134.09576,-0.85042
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2011,Hermanto et al. (2011),100.02143,-0.21713
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2012,Riska et al. (2012),100.06395,-0.32633
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2011,Hermanto et al. (2011),100.27493,-0.26982
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2015,Maryani et al. (2019),100.38016,-0.28997
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2012,Riska et al. (2012),100.39683,-0.45896
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2015,Maryani et al. (2019),100.40098,-0.44215
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2012,Riska et al. (2012),100.44103,-0.01888
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2012,Riska et al. (2012),100.49207,-0.27743
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2012,Riska et al. (2012),100.51754,-0.31574
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2012,Riska et al. (2012),100.54259,-0.3965
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2012,Riska et al. (2012),100.61387,-0.72593
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2012,Riska et al. (2012),100.63765,-0.81575
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2012,Riska et al. (2012),101.54589,-0.97541
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2012,Riska et al. (2012),101.66039,-1.02008
Fusarium oxysporum,Cubense,Banana,Indonesia,West Sumatra,3,2011,Hermanto et al. (2011),101.71656,-1.19108
Fusarium oxysporum,Cubense,Banana,Indonesia,Yogyakarta,3,2011,Hermanto et al. (2011),110.17054,-7.88187
Fusarium oxysporum,Cubense,Banana,Indonesia,Yogyakarta,3,2011,Hermanto et al. (2011),110.6308,-7.96791
Fusarium oxysporum,Passiflorae,Passion fruit,Indonesia,South Sulawesi,3,2013,Karim et al. (2013),119.55805,-5.25559
Fusarium oxysporum,Passiflorae,Passion fruit,Indonesia,South Sulawesi,3,2013,Karim et al. (2013),119.5588,-5.12588
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,Bali,4,2006,Pinaria et al. (2010),114.82955,-8.41136
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,Bali,4,2006,Pinaria et al. (2010),114.84191,-8.42521
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,Bali,4,2006,Pinaria et al. (2010),114.98707,-8.48572
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,Central Java,4,2006,Pinaria et al. (2010),110.1848,-7.26036
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,Lampung,4,2006,Pinaria et al. (2010),104.71369,-5.42523
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,Lampung,4,2006,Pinaria et al. (2010),105.17504,-5.31633
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,Lampung,4,2006,Pinaria et al. (2010),105.66393,-5.28874
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,Lampung,4,2006,Pinaria et al. (2010),105.67785,-5.28355
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,North Sulawesi,4,2002,Pinaria et al. (2010),124.51063,1.12645
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,North Sulawesi,4,2002,Pinaria et al. (2010),124.74248,1.22973
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,North Sulawesi,4,2002,Pinaria et al. (2010),124.75568,1.02835
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,North Sulawesi,4,2002,Pinaria et al. (2010),124.8255,1.40693
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,North Sulawesi,4,2002,Pinaria et al. (2010),124.91793,1.47627
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,West Java,4,2006,Pinaria et al. (2010),106.72227,-6.54049
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,West Java,4,2006,Pinaria et al. (2010),106.7726,-6.94359
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,West Java,4,2006,Pinaria et al. (2010),106.78775,-6.57747
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,West Java,4,2006,Pinaria et al. (2010),107.87462,-6.76117
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,West Nusa Tenggara,4,2006,Pinaria et al. (2010),116.19922,-8.56968
Fusarium oxysporum,Vanillae,Vanilla,Indonesia,West Nusa Tenggara,4,2006,Pinaria et al. (2010),116.23606,-8.40199
