Specie,Forma_specialis,Host,Country,Subdivision,Level of precision,Year,Reference,x,y
Fusarium oxysporum,Capsici,Pepper,Albania,D�rres,2,2001,Merkuri et al. (2002),19.52527,41.4477
Fusarium oxysporum,Lycopersici,Tomato,Albania,Durr�s,2,2001,Merkuri et al. (2002),19.538,41.29336
Fusarium oxysporum,Melonis,Melon,Albania,D�rres,2,2001,Merkuri et al. (2002),19.78248,41.5262
Fusarium oxysporum,Tuberosi,Potato,Albania,D�rres,2,2001,Merkuri et al. (2002),19.50857,41.38629
Fusarium oxysporum,Albedinis,Date palm,Algeria,Adrar,3,1994,Fernandez et al. (1997),-0.43665,27.96079
Fusarium oxysporum,Albedinis,Date palm,Algeria,Adrar,3,2014,Benzhora et al. (2015),-0.38381,27.91387
Fusarium oxysporum,Albedinis,Date palm,Algeria,Adrar,3,1994,Fernandez et al. (1997),-0.30492,27.85872
Fusarium oxysporum,Albedinis,Date palm,Algeria,Adrar,3,2018,Benlarbi et al. (2018),-0.27769,27.71891
Fusarium oxysporum,Albedinis,Date palm,Algeria,Adrar,3,1994,Fernandez et al. (1997),-0.26038,27.7673
Fusarium oxysporum,Albedinis,Date palm,Algeria,Adrar,3,2018,Benlarbi et al. (2018),-0.22437,27.34781
Fusarium oxysporum,Albedinis,Date palm,Algeria,Adrar,3,2018,Benlarbi et al. (2018),-0.09718,27.04049
Fusarium oxysporum,Albedinis,Date palm,Algeria,Adrar,3,2014,Benzhora et al. (2015),-0.0844,28.44584
Fusarium oxysporum,Albedinis,Date palm,Algeria,Adrar,3,2014,Benzhora et al. (2015),0.16585,26.71479
Fusarium oxysporum,Albedinis,Date palm,Algeria,Adrar,3,2018,Benlarbi et al. (2018),0.21943,29.26723
Fusarium oxysporum,Albedinis,Date palm,Algeria,Adrar,3,2014,Benzhora et al. (2015),0.28464,29.43279
Fusarium oxysporum,Albedinis,Date palm,Algeria,Adrar,3,2014,Benzhora et al. (2015),0.33493,28.69831
Fusarium oxysporum,Albedinis,Date palm,Algeria,Adrar,3,2014,Benzhora et al. (2015),1.05172,27.03041
Fusarium oxysporum,Albedinis,Date palm,Algeria,Adrar,3,2014,Benzhora et al. (2015),1.06951,26.96584
Fusarium oxysporum,Albedinis,Date palm,Algeria,B�char,3,2014,Benzhora et al. (2015),-2.29744,30.47555
Fusarium oxysporum,Albedinis,Date palm,Algeria,B�char,3,2014,Benzhora et al. (2015),-2.21413,31.5891
Fusarium oxysporum,Albedinis,Date palm,Algeria,B�char,3,2018,Benlarbi et al. (2018),-2.17359,30.12222
Fusarium oxysporum,Albedinis,Date palm,Algeria,B�char,3,1994,Fernandez et al. (1997),-2.04215,30.93651
Fusarium oxysporum,Albedinis,Date palm,Algeria,B�char,3,2014,Benzhora et al. (2015),-1.36405,29.42688
Fusarium oxysporum,Albedinis,Date palm,Algeria,B�char,3,2014,Benzhora et al. (2015),-1.23502,32.04792
Fusarium oxysporum,Albedinis,Date palm,Algeria,Gharda�a,3,2014,Benzhora et al. (2015),3.61401,32.28357
Fusarium oxysporum,Albedinis,Date palm,Algeria,Gharda�a,3,1994,Fernandez et al. (1997),3.64998,32.50521
Fusarium oxysporum,Albedinis,Date palm,Algeria,Gharda�a,3,2014,Benzhora et al. (2015),3.67157,31.61017
Fusarium oxysporum,Albedinis,Date palm,Algeria,Gharda�a,3,2014,Benzhora et al. (2015),3.67517,32.46384
Fusarium oxysporum,Albedinis,Date palm,Algeria,Gharda�a,3,1994,Fernandez et al. (1997),3.7431,32.44179
Fusarium oxysporum,Albedinis,Date palm,Algeria,Gharda�a,3,2014,Benzhora et al. (2015),4.21359,32.3911
Fusarium oxysporum,Albedinis,Date palm,Algeria,Gharda�a,3,2014,Benzhora et al. (2015),4.52399,32.76601
Fusarium oxysporum,Albedinis,Date palm,Algeria,In Salah,3,2014,Benzhora et al. (2015),2.44566,27.19806
Fusarium oxysporum,Albedinis,Date palm,Algeria,In Salah,3,2014,Benzhora et al. (2015),2.79189,27.32818
Fusarium oxysporum,Ciceris,Chickpea,Algeria,A�n T�mouchent,2,2009,Tiemsani et al. (2020),-1.19557,35.23771
Fusarium oxysporum,Ciceris,Chickpea,Algeria,A�n T�mouchent,2,2008,Zemouli-Benfreha et al. (2014),-1.19072,35.34253
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Constantine,2,2016,Guissous and Tayeb-Hammani (2016),6.68204,36.18087
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Constantine,2,2016,Guissous and Tayeb-Hammani (2016),6.6958,36.24792
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Guelma,2,2016,Guissous and Tayeb-Hammani (2016),7.14496,36.30319
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Mascara,2,2016,Guissous and Tayeb-Hammani (2016),-0.0703,35.33123
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Mascara,2,2008,Zemouli-Benfreha et al. (2014),0.06369,35.25369
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Mostaganem,2,2009,Tiemsani et al. (2020),0.194,35.88467
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Mostaganem,2,2009,Zemouli-Benfreha et al. (2014),0.2464,35.93873
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Relizane,2,2009,Zemouli-Benfreha et al. (2014),0.48181,35.78139
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Relizane,2,2016,Guissous and Tayeb-Hammani (2016),0.5681,35.69873
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Sa�da,2,2009,Zemouli-Benfreha et al. (2014),0.11425,34.73628
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Sidi Bel Abb�s,2,2016,Guissous and Tayeb-Hammani (2016),-0.60987,35.12579
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Sidi Bel Abb�s,2,2008,Zemouli-Benfreha et al. (2014),-0.47115,35.16662
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Sidi Bel Abb�s,2,2016,Guissous and Tayeb-Hammani (2016),-0.24813,35.22019
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Tiaret,2,2009,Zemouli-Benfreha et al. (2014),1.38004,35.37562
Fusarium oxysporum,Ciceris,Chickpea,Algeria,Tlemcen,2,2009,Tiemsani et al. (2020),-1.27886,34.91312
Fusarium oxysporum,Lentis,Lentil,Algeria,A�n T�mouchent,2,2004,Belabib et al. (2004),-1.52133,35.22343
Fusarium oxysporum,Lentis,Lentil,Algeria,A�n T�mouchent,2,2004,Belabib et al. (2004),-1.45228,35.25292
Fusarium oxysporum,Lentis,Lentil,Algeria,Mascara,2,2004,Belabib et al. (2004),0.13811,35.29359
Fusarium oxysporum,Lentis,Lentil,Algeria,Mascara,2,2004,Belabib et al. (2004),0.15836,35.44591
Fusarium oxysporum,Lentis,Lentil,Algeria,Mascara,2,2004,Belabib et al. (2004),0.30803,35.50739
Fusarium oxysporum,Lentis,Lentil,Algeria,Mascara,2,2004,Belabib et al. (2004),0.35911,35.34807
Fusarium oxysporum,Lentis,Lentil,Algeria,Mascara,2,2004,Belabib et al. (2004),0.39946,35.59732
Fusarium oxysporum,Lentis,Lentil,Algeria,Sidi Bel Abb�s,2,2004,Belabib et al. (2004),-0.81229,35.06192
Fusarium oxysporum,Lentis,Lentil,Algeria,Sidi Bel Abb�s,2,2004,Belabib et al. (2004),-0.59372,34.79675
Fusarium oxysporum,Lentis,Lentil,Algeria,Sidi Bel Abb�s,2,2004,Belabib et al. (2004),-0.47323,34.9239
Fusarium oxysporum,Lentis,Lentil,Algeria,Sidi Bel Abb�s,2,2004,Belabib et al. (2004),-0.25044,35.22063
Fusarium oxysporum,Lentis,Lentil,Algeria,Tiaret,2,2004,Belabib et al. (2004),1.51162,35.38817
Fusarium oxysporum,Lentis,Lentil,Algeria,Tiaret,2,2004,Belabib et al. (2004),1.59572,35.45211
Fusarium oxysporum,Lentis,Lentil,Algeria,Tiaret,2,2004,Belabib et al. (2004),8.09575,36.4938
Fusarium oxysporum,Lentis,Lentil,Algeria,Tissemsilt,2,2004,Belabib et al. (2004),1.82538,35.67826
Fusarium oxysporum,Lycopersici,Tomato,Algeria,Algiers,2,2015,Debbi et al. (2018),2.87984,36.75612
Fusarium oxysporum,Lycopersici,Tomato,Algeria,Algiers,2,2015,Debbi et al. (2018),3.38564,36.73523
Fusarium oxysporum,Lycopersici,Tomato,Algeria,Biskra,2,2015,Debbi et al. (2018),3.6676,32.26254
Fusarium oxysporum,Lycopersici,Tomato,Algeria,Biskra,2,2015,Debbi et al. (2018),5.3408,34.57525
Fusarium oxysporum,Lycopersici,Tomato,Algeria,Biskra,2,2015,Debbi et al. (2018),5.47748,34.82844
Fusarium oxysporum,Lycopersici,Tomato,Algeria,Biskra,2,2015,Debbi et al. (2018),6.31401,34.71652
Fusarium oxysporum,Lycopersici,Tomato,Algeria,Boumerdes,2,2015,Debbi et al. (2018),3.43443,36.75647
Fusarium oxysporum,Lycopersici,Tomato,Algeria,Boumerdes,2,2015,Debbi et al. (2018),3.58852,36.79089
Fusarium oxysporum,Lycopersici,Tomato,Algeria,Jijel,2,2015,Debbi et al. (2018),5.82003,36.80656
Fusarium oxysporum,Lycopersici,Tomato,Algeria,Jijel,2,2015,Debbi et al. (2018),5.98882,36.83601
Fusarium oxysporum,Lycopersici,Tomato,Algeria,Tipaza,2,2015,Debbi et al. (2018),1.88984,36.56643
Fusarium oxysporum,Pisi,Pea,Algeria,Adrar,2,2017,Merzoug and Belabid (2017),0.22613,29.24959
Fusarium oxysporum,Pisi,Pea,Algeria,A�n T�mouchent,2,2017,Merzoug and Belabid (2017),-1.12804,35.27878
Fusarium oxysporum,Pisi,Pea,Algeria,Chlef,2,2017,Merzoug and Belabid (2017),1.28768,36.16616
Fusarium oxysporum,Pisi,Pea,Algeria,Mascara,2,2017,Merzoug and Belabid (2017),0.14285,35.3663
Fusarium oxysporum,Pisi,Pea,Algeria,Mostaganem,2,2017,Merzoug and Belabid (2017),0.13719,35.93347
Fusarium oxysporum,Pisi,Pea,Algeria,Relizane,2,2017,Merzoug and Belabid (2017),0.59397,35.74298
Fusarium oxysporum,Pisi,Pea,Algeria,Sa�da,2,2017,Merzoug and Belabid (2017),0.09329,34.75567
Fusarium oxysporum,Pisi,Pea,Algeria,S�tif,2,2014,Bani et al. (2014),5.46414,36.18957
Fusarium oxysporum,Pisi,Pea,Algeria,Sidi Bel Abb�s,2,2017,Merzoug and Belabid (2017),-0.66559,35.18269
Fusarium oxysporum,Pisi,Pea,Algeria,Tiaret,2,2017,Merzoug and Belabid (2017),1.36167,35.36346
Fusarium oxysporum,Pisi,Pea,Algeria,Tiemcen,2,2017,Merzoug and Belabid (2017),-1.2789,34.91161
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,A�n T�mouchent,2,2009,Si Mohammed et al. (2016),-1.12574,35.2676
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Algiers,2,2015,Debbi et al. (2018),2.86319,36.73503
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Annaba,2,2013,Si Mohammed et al. (2016),7.77265,36.83822
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Biskra,2,2015,Debbi et al. (2018),3.56057,32.3141
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Biskra,2,2015,Debbi et al. (2018),6.24774,34.72808
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Boumerdes,2,2015,Debbi et al. (2018),3.43442,36.75647
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Boumerdes,2,2015,Debbi et al. (2018),3.62556,36.80857
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Chlef,2,2011,Benaouali et al. (2014),0.91657,36.15887
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Chlef,2,2011,Si Mohammed et al. (2016),1.35579,36.19545
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,El Oued,2,2013,Si Mohammed et al. (2016),6.90068,33.36403
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,El Taref,2,2013,Si Mohammed et al. (2016),8.3218,36.77619
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Guelma,2,2013,Si Mohammed et al. (2016),7.40079,36.47166
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Jijel,2,2015,Debbi et al. (2018),5.94642,36.81948
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Mascara,2,2009,Si Mohammed et al. (2016),0.11849,35.3567
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Mostaganem,2,2011,Benaouali et al. (2014),0.0287,35.83486
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Mostaganem,2,2011,Si Mohammed et al. (2016),0.08939,35.89508
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Mostaganem,2,2015,Debbi et al. (2018),0.12295,35.95139
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Oran,2,2009,Si Mohammed et al. (2016),-0.56364,35.6797
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Oran,2,2012,Benaouali et al. (2014),-0.54771,35.69264
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Oran,2,2011,Benaouali et al. (2014),-0.52946,35.70049
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Oran,2,2012,Benaouali et al. (2014),-0.50867,35.7018
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Oran,2,2011,Benaouali et al. (2014),-0.50699,35.69961
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Oran,2,2011,Benaouali et al. (2014),-0.45962,35.72277
Fusarium oxysporum,Radicis-lycopersici,Tomato,Algeria,Skikda,2,2013,Si Mohammed et al. (2016),6.9933,36.87799
Fusarium oxysporum,Tuberosi,Potato,Algeria,A�n Defla,2,2017,Sidaoui et al. (2017),1.80348,36.18213
Fusarium oxysporum,Tuberosi,Potato,Algeria,Algiers,2,2017,Sidaoui et al. (2017),3.07653,36.6327
Fusarium oxysporum,Asparagi,Asparagus,Argentina,Buenos Aires,3,2000,Pontaroli et al. (2000),-58.29453,-37.86091
Fusarium oxysporum,Canariensis,Canary Island date palm,Argentina,Buenos Aires,2,2005,Palmucci (2005),-60.52613,-33.90185
Fusarium oxysporum,Celery,Apii,Argentina,Buenos Aires,3,2016,Lori et al. (2016),-57.96572,-35.16668
Fusarium oxysporum,Celery,Apii,Argentina,Buenos Aires,3,2004,Lori et al. (2008),-57.92051,-35.00593
Fusarium oxysporum,Cepae,Onion,Argentina,Buenos Aires,2,2014,Caligiore-Gei et al. (2014),-58.50382,-35.3904
Fusarium oxysporum,Cepae,Onion,Argentina,San Juan,2,2014,Caligiore-Gei et al. (2014),-68.41808,-32.03995
Fusarium oxysporum,Ciceris,Chickpea,Argentina,Catamarca,1,1996,Nene et al. (1996),-65.31361,-27.92154
Fusarium oxysporum,Ciceris,Chickpea,Argentina,C�rdoba,1,1996,Nene et al. (1996),-64.77342,-30.49411
Fusarium oxysporum,Ciceris,Chickpea,Argentina,Salta,1,1996,Nene et al. (1996),-64.16277,-24.58038
Fusarium oxysporum,Ciceris,Chickpea,Argentina,Santiago del Estero,1,1996,Nene et al. (1996),-64.41052,-26.46405
Fusarium oxysporum,Conglutinans,Canola,Argentina,Buenos Aires,2,2002,Gaet�n (2005),-59.83332,-36.74987
Fusarium oxysporum,Nicotianae,Tobacco,Argentina,Jujuy,2,2014,Berruezo et al. (2018),-65.38695,-23.54863
Fusarium oxysporum,Nicotianae,Tobacco,Argentina,Jujuy,2,2014,Berruezo et al. (2018),-65.29603,-24.15711
Fusarium oxysporum,Nicotianae,Tobacco,Argentina,Jujuy,2,2014,Berruezo et al. (2018),-65.17808,-24.25401
Fusarium oxysporum,Nicotianae,Tobacco,Argentina,Jujuy,2,2014,Berruezo et al. (2018),-65.16529,-24.26052
Fusarium oxysporum,Nicotianae,Tobacco,Argentina,Jujuy,2,2014,Berruezo et al. (2018),-65.12859,-24.46781
Fusarium oxysporum,Nicotianae,Tobacco,Argentina,Salta,2,2014,Berruezo et al. (2018),-65.56541,-25.45844
Fusarium oxysporum,Nicotianae,Tobacco,Argentina,Salta,2,2014,Berruezo et al. (2018),-65.51117,-24.89412
Fusarium oxysporum,Nicotianae,Tobacco,Argentina,Salta,2,2014,Berruezo et al. (2018),-65.50729,-24.95896
Fusarium oxysporum,Nicotianae,Tobacco,Argentina,Salta,2,2014,Berruezo et al. (2018),-65.42901,-24.70927
Fusarium oxysporum,Asparagi,Asparagus,Australia,New South Wales,3,1997,Elmer et al. (1997),148.33276,-34.82244
Fusarium oxysporum,Asparagi,Asparagus,Australia,New South Wales,3,1997,Elmer et al. (1997),148.63995,-33.80288
Fusarium oxysporum,Asparagi,Asparagus,Australia,Northern Territory,3,1997,Elmer et al. (1997),116.09974,-32.00318
Fusarium oxysporum,Asparagi,Asparagus,Australia,Queensland,3,1997,Elmer et al. (1997),152.09954,-28.2738
Fusarium oxysporum,Asparagi,Asparagus,Australia,Tasmania,3,1997,Elmer et al. (1997),147.18771,-41.0877
Fusarium oxysporum,Asparagi,Asparagus,Australia,Victoria,3,1997,Elmer et al. (1997),142.30671,-34.41203
Fusarium oxysporum,Asparagi,Asparagus,Australia,Victoria,3,1997,Elmer et al. (1997),145.45096,-38.16054
Fusarium oxysporum,Asparagi,Asparagus,Australia,West Australia,3,1997,Elmer et al. (1997),115.96106,-32.40946
Fusarium oxysporum,Basilici,Basil,Australia,New South Wales,3,2006,Summerell et al. (2006b),150.82239,-33.91571
Fusarium oxysporum,Basilici,Basil,Australia,New South Wales,3,2006,Summerell et al. (2006b),150.82712,-33.92577
Fusarium oxysporum,Basilici,Basil,Australia,Northern Territory,3,2006,Summerell et al. (2006b),131.14233,-12.59138
Fusarium oxysporum,Basilici,Basil,Australia,Queensland,3,2006,Summerell et al. (2006b),145.47396,-16.98841
Fusarium oxysporum,Basilici,Basil,Australia,South Australia,3,2006,Summerell et al. (2006b),138.58141,-34.98425
Fusarium oxysporum,Canariensis,Canary Island date palm,Australia,New South Wales,4,2002,Gunn and Summerell (2002),151.10174,-33.87249
Fusarium oxysporum,Canariensis,Canary Island date palm,Australia,New South Wales,4,2002,Gunn and Summerell (2002),151.11866,-33.95001
Fusarium oxysporum,Canariensis,Canary Island date palm,Australia,New South Wales,3,1996,Priest and Letham (1996),151.13765,-33.96763
Fusarium oxysporum,Canariensis,Canary Island date palm,Australia,New South Wales,3,1996,Priest and Letham (1996),151.42624,-33.44249
Fusarium oxysporum,Canariensis,Canary Island date palm,Australia,South Australia,4,2000,Summerell and Gunn (2001),139.98769,-34.18212
Fusarium oxysporum,Canariensis,Canary Island date palm,Australia,Victoria,4,2002,Summerell et al. (2006a),144.37886,-38.14898
Fusarium oxysporum,Canariensis,Canary Island date palm,Australia,Victoria,4,2003,Summerell et al. (2006a),145.15637,-38.02885
Fusarium oxysporum,Cepae,Onion,Australia,South Australia,4,2009,Smith (2009),139.64398,-34.89539
Fusarium oxysporum,Conglutinans,Canola,Australia,New South Wales,2,2007,Li et al. (2007),147.40978,-35.17593
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,1992,Moore et al. (1993),153.31007,-28.35343
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,1992,Moore et al. (1993),153.31577,-28.31084
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,1992,Moore et al. (1993),153.34267,-28.32368
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,1992,Moore et al. (1993),153.37337,-28.28803
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,1992,Moore et al. (1993),153.40372,-28.22321
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,1992,Moore et al. (1993),153.42525,-28.44301
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,2000,Gerlach et al. (2000),153.43726,-28.85818
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,1992,Moore et al. (1993),153.45445,-28.50707
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,1992,Moore et al. (1993),153.46417,-28.23205
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,1992,Moore et al. (1993),153.50768,-28.22812
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,1992,Moore et al. (1993),153.52396,-28.28409
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,1992,Moore et al. (1993),153.52404,-28.28408
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,1992,Moore et al. (1993),153.52419,-28.56313
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,2000,Gerlach et al. (2000),153.55378,-28.63197
Fusarium oxysporum,Cubense,Banana,Australia,New South Wales,3,1992,Moore et al. (1993),153.56722,-28.2684
Fusarium oxysporum,Cubense,Banana,Australia,Northern Territory,3,1997,Dita et al. (2013),131.27381,-12.6033
Fusarium oxysporum,Cubense,Banana,Australia,Northern Territory,4,2002,Hennesy et al. (2005),131.29828,-12.59048
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),145.41015,-17.05186
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),145.69667,-16.8761
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),145.69749,-16.91649
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,4,2015,O'Neill et al. (2016),145.871,-17.97749
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),145.9233,-17.94969
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,2000,Gerlach et al. (2000),145.95095,-17.64264
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),145.98946,-17.59405
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),146.01563,-17.54705
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),146.11705,-18.6354
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,2000,Gerlach et al. (2000),151.88144,-24.22564
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),152.19809,-24.89723
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),152.28975,-24.8399
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),152.62254,-26.01761
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),152.69321,-26.19358
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),152.84366,-27.58381
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),152.86332,-27.06553
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,2000,Gerlach et al. (2000),152.8958,-27.48569
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,2000,Gerlach et al. (2000),152.91527,-26.85512
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),152.93338,-26.70614
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,2000,Gerlach et al. (2000),152.97379,-26.84271
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),152.97778,-26.63772
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),152.99897,-27.00702
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),153.01797,-26.55835
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),153.0231,-26.6171
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),153.27278,-27.78831
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),153.31044,-27.80388
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,1992,Moore et al. (1993),153.36839,-28.19935
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,2000,Gerlach et al. (2000),153.39077,-28.22216
Fusarium oxysporum,Cubense,Banana,Australia,Queensland,3,2000,Gerlach et al. (2000),153.42368,-28.18372
Fusarium oxysporum,Cubense,Banana,Australia,West Australia,3,1993,Shivas et al. (1995),113.72835,-24.84599
Fusarium oxysporum,Cucumerinum,Melon,Australia,New South Wales,3,2002,Scarlett et al. (2013),150.68353,-34.01013
Fusarium oxysporum,Cucumerinum,Cucumber,Australia,New South Wales,3,2003,Scarlett et al. (2013),150.74273,-33.93474
Fusarium oxysporum,Cucumerinum,Cucumber,Australia,New South Wales,3,2001,Scarlett et al. (2013),150.76575,-33.9409
Fusarium oxysporum,Cucumerinum,Cucumber,Australia,New South Wales,3,2001,Scarlett et al. (2013),150.815,-33.93892
Fusarium oxysporum,Cucumerinum,Cucumber,Australia,New South Wales,3,2001,Scarlett et al. (2013),150.8322,-33.9199
Fusarium oxysporum,Cucumerinum,Cucumber,Australia,New South Wales,3,2001,Scarlett et al. (2013),151.33794,-33.39812
Fusarium oxysporum,Cucumerinum,Cucumber,Australia,South Australia,3,2001,Scarlett et al. (2013),138.55502,-34.65877
Fusarium oxysporum,Cucumerinum,Melon,Australia,Victoria,3,2004,Scarlett et al. (2013),142.12111,-34.22257
Fusarium oxysporum,Cucumerinum,Cucumber,Australia,West Australia,3,2004,Scarlett et al. (2013),115.84456,-32.34172
Fusarium oxysporum,Fragariae,Strawberry,Australia,Queensland,3,2009,Paynter et al. (2016),145.52561,-17.2647
Fusarium oxysporum,Fragariae,Strawberry,Australia,Queensland,3,2009,Paynter et al. (2016),151.91481,-28.6591
Fusarium oxysporum,Fragariae,Strawberry,Australia,Queensland,3,2006,Paynter et al. (2016),152.87364,-27.03548
Fusarium oxysporum,Fragariae,Strawberry,Australia,Queensland,3,1991,Paynter et al. (2016),152.89355,-27.01498
Fusarium oxysporum,Fragariae,Strawberry,Australia,Queensland,3,2007,Paynter et al. (2016),152.95263,-26.65477
Fusarium oxysporum,Fragariae,Strawberry,Australia,Queensland,3,1990,Paynter et al. (2016),152.95899,-26.70417
Fusarium oxysporum,Fragariae,Strawberry,Australia,Queensland,3,2008,Paynter et al. (2016),152.99998,-26.6953
Fusarium oxysporum,Fragariae,Strawberry,Australia,Queensland,3,1990,Paynter et al. (2016),153.00407,-26.8747
Fusarium oxysporum,Fragariae,Strawberry,Australia,Queensland,3,2005,Paynter et al. (2014),153.04975,-26.60492
Fusarium oxysporum,Fragariae,Strawberry,Australia,Queensland,3,2002,Paynter et al. (2016),153.0579,-26.76233
Fusarium oxysporum,Fragariae,Strawberry,Australia,Queensland,3,2007,Paynter et al. (2016),153.09127,-27.74708
Fusarium oxysporum,Fragariae,Strawberry,Australia,Queensland,3,2009,Paynter et al. (2016),153.0913,-27.74713
Fusarium oxysporum,Fragariae,Strawberry,Australia,Queensland,3,2007,Paynter et al. (2016),153.12678,-27.57041
Fusarium oxysporum,Fragariae,Strawberry,Australia,West Australia,3,2006,Golzar et al. (2007),115.62266,-31.34494
Fusarium oxysporum,Fragariae,Strawberry,Australia,West Australia,3,2008,Fang et al. (2011),115.72078,-31.58194
Fusarium oxysporum,Fragariae,Strawberry,Australia,West Australia,3,2009,Paynter et al. (2016),115.84178,-31.75633
Fusarium oxysporum,Fragariae,Strawberry,Australia,West Australia,3,2008,Fang et al. (2011),115.97409,-31.65016
Fusarium oxysporum,Lycopersici,Tomato,Australia,Queensland,3,1999,Stirling and Ashley (2003),152.34313,-24.93121
Fusarium oxysporum,Lycopersici,Tomato,Australia,Queensland,3,1990,Ramsey et al. (1992),152.37511,-24.94972
